source_file,card_name,move_name,damage,energy_cost,effect_text
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\data\processed\pokemon_cards_processed.csv,83,Ability] Armor Tail,,Stage 1 Pokémon,Prevent all damage done to this Pokémon by attacks from your opponent’s Basic Pokémon {ex}.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\data\processed\pokemon_cards_processed.csv,83,Dirty Beam,160,Stage 1 Pokémon,This attack also does 30 damage to 1 of your opponent’s Benched Pokémon. (Don’t apply Weakness and Resistance for Benched Pokémon.)
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\data\processed\pokemon_cards_processed.csv,84,Steel Wing,70,Stage 1 Pokémon,"During your opponent’s next turn, this Pokémon takes 50 less damage from attacks (after applying Weakness and Resistance)."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\data\processed\pokemon_cards_processed.csv,84,Cross Breaker,120×,Stage 1 Pokémon,Discard up to 2 {M} Energy from this Pokémon. This attack does 120 damage for each card you discarded in this way.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\data\processed\pokemon_cards_processed.csv,85,Dig Claws,10,Basic Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\data\processed\pokemon_cards_processed.csv,85,Iron Tackle,50,Basic Pokémon,This Pokémon also does 10 damage to itself.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\data\processed\pokemon_cards_processed.csv,86,Ability] Metal Maker,,Stage 1 Pokémon,"Once during your turn, you may look at the top 4 cards of your deck and attach any number of Basic {M} Energy cards you find there to your Pokémon in any way you like. Shuffle the other cards and put them on the bottom of your deck."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\data\processed\pokemon_cards_processed.csv,86,Beam,60,Stage 1 Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\data\processed\pokemon_cards_processed.csv,87,Peak Acceleration,40,Basic Pokémon,"Search your deck for up to 2 Basic Energy cards and attach them to your Future Pokémon in any way you like. Then, shuffle your deck."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\data\processed\pokemon_cards_processed.csv,87,Sparking Strike,160,Basic Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\data\processed\pokemon_cards_processed.csv,88,Quick Sign,,Basic Pokémon,"If you go first, you can use this attack during your first turn. Search your deck for up to 2 Basic Pokémon and put them onto your Bench. Then, shuffle your deck."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\data\processed\pokemon_cards_processed.csv,88,Coordinated Strike,20,Basic Pokémon,"If Illumise is on your Bench, this attack does 60 more damage."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\data\processed\pokemon_cards_processed.csv,89,Smash Kick,10,Basic Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\data\processed\pokemon_cards_processed.csv,89,Branch Poke,30,Basic Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\data\processed\pokemon_cards_processed.csv,90,Ability] Boom Boom Groove,,Stage 1 Pokémon,"Once during your turn, if your Active Pokémon has the Festival Lead Ability, you may search your deck for a card and put it into your hand. Then, shuffle your deck."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\data\processed\pokemon_cards_processed.csv,90,Beat,50,Stage 1 Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\data\processed\pokemon_cards_processed.csv,91,Drum Beating,60,Stage 2 Pokémon,"During your opponent’s next turn, attacks used by the Defending Pokémon cost {C} more, and its Retreat Cost is {C} more."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\data\processed\pokemon_cards_processed.csv,91,Wood Hammer,180,Stage 2 Pokémon,This Pokémon also does 50 damage to itself.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\data\processed\pokemon_cards_processed.csv,92,Tumbling Attack,10,Basic Pokémon,"Flip a coin. If heads, this attack does 20 more damage."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\data\processed\pokemon_cards_processed.csv,93,Ability] Festival Lead,,Stage 1 Pokémon,"If Festival Grounds is in play, this Pokémon may use an attack it has twice. If the first attack Knocks Out your opponent’s Active Pokémon, you may attack again after your opponent chooses a new Active Pokémon."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\data\processed\pokemon_cards_processed.csv,93,Do the Wave,20×,Stage 1 Pokémon,This attack does 20 damage for each of your Benched Pokémon.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\data\processed\pokemon_cards_processed.csv,94,Cursed Drop,,Stage 1 Pokémon,Put 4 damage counters on your opponent’s Pokémon in any way you like.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\data\processed\pokemon_cards_processed.csv,94,Spill the Tea,70×,Stage 1 Pokémon,Discard up to 3 {G} Energy cards from your Pokémon. This attack does 70 damage for each card you discarded in this way.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\data\processed\pokemon_cards_processed.csv,95,Mountain Stroll,,Basic Pokémon,"Search your deck for up to 2 Basic Energy cards, reveal them, and put them into your hand. Then, shuffle your deck."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\data\processed\pokemon_cards_processed.csv,95,Ogre Comeback,20,Basic Pokémon,This attack does 20 more damage for each of your opponent’s Benched Pokémon.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\data\processed\pokemon_cards_processed.csv,96,Tera,,Basic Pokémon,"As long as this Pokémon is on your Bench, prevent all damage done to this Pokémon by attacks (both yours and your opponent’s)."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\data\processed\pokemon_cards_processed.csv,96,Ability] Teal Dance,,Basic Pokémon,"Once during your turn, you may attach a Basic {G} Energy card from your hand to this Pokémon. If you attached Energy to a Pokémon in this way, draw a card."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\data\processed\pokemon_cards_processed.csv,96,Myriad Leaf Shower,30,Basic Pokémon,This attack does 30 more damage for each Energy attached to both Active Pokémon.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\data\processed\pokemon_cards_processed.csv,97,Call for Family,,Basic Pokémon,"Search your deck for a Basic Pokémon and put it onto your Bench. Then, shuffle your deck."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\data\processed\pokemon_cards_processed.csv,97,Live Coal,20,Basic Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\data\processed\pokemon_cards_processed.csv,98,Ability] Alluring Light,,Stage 2 Pokémon,"Once during your turn, you may have each player draw a card."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\data\processed\pokemon_cards_processed.csv,98,Mind Ruler,30×,Stage 2 Pokémon,This attack does 30 damage for each card in your opponent’s hand.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\data\processed\pokemon_cards_processed.csv,99,Tera,,Basic Pokémon,"As long as this Pokémon is on your Bench, prevent all damage done to this Pokémon by attacks (both yours and your opponent’s)."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\data\processed\pokemon_cards_processed.csv,99,Wrathful Hearth,20×,Basic Pokémon,This attack does 20 damage for each damage counter on this Pokémon.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\data\processed\pokemon_cards_processed.csv,99,Dynamic Blaze,140,Basic Pokémon,"If your opponent’s Active Pokémon is an Evolution Pokémon, this attack does 140 more damage, and discard all Energy from this Pokémon."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\data\processed\pokemon_cards_processed.csv,100,Ability] Festival Lead,,Basic Pokémon,"If Festival Grounds is in play, this Pokémon may use an attack it has twice. If the first attack Knocks Out your opponent’s Active Pokémon, you may attack again after your opponent chooses a new Active Pokémon."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\data\processed\pokemon_cards_processed.csv,100,Whirlpool,10,Basic Pokémon,"Flip a coin. If heads, discard an Energy from your opponent’s Active Pokémon."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\data\processed\pokemon_cards_processed.csv,101,Inviting Kiss,,Basic Pokémon,"Search your deck for a Basic Pokémon and put it onto your Bench. Then, shuffle your deck. If you put any Pokémon onto your Bench in this way, move an Energy from this Pokémon to the new Benched Pokémon."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\data\processed\pokemon_cards_processed.csv,101,Icy Snow,30,Basic Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\data\processed\pokemon_cards_processed.csv,102,Ability] Mentally Calm,,Stage 1 Pokémon,Your opponent’s Pokémon in play and all attached cards can’t be put into your opponent’s hand.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\data\processed\pokemon_cards_processed.csv,102,Hydro Splash,100,Stage 1 Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\data\processed\pokemon_cards_processed.csv,103,Astonish,20,Basic Pokémon,Choose a random card from your opponent’s hand. Your opponent reveals that card and shuffles it into their deck.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\data\processed\pokemon_cards_processed.csv,104,Ability] Freezing Shroud,,Stage 1 Pokémon,"During Pokémon Checkup, put 1 damage counter on each Pokémon that has an Ability (both yours and your opponent’s), except any Froslass."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\data\processed\pokemon_cards_processed.csv,104,Frost Smash,60,Stage 1 Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\data\processed\pokemon_cards_processed.csv,105,Aqua Slash,30,Basic Pokémon,"During your next turn, this Pokémon can’t use attacks."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\data\processed\pokemon_cards_processed.csv,106,Ability] Zero to Hero,,Stage 1 Pokémon,"Once during your turn, when this Pokémon moves from the Active Spot to the Bench, you may search your deck for a Palafin {ex} and switch it with this Pokémon. Any attached cards, damage counters, Special Conditions, turns in play, and any other effects remain on the new Pokémon. If you switched a Pokémon in this way, put this card into your deck. Then, shuffle your deck."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\data\processed\pokemon_cards_processed.csv,106,Wave Splash,30,Stage 1 Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\data\processed\pokemon_cards_processed.csv,107,Ability] Hero’s Spirit,,Stage 1 Pokémon,Put this Pokémon into play only with the effect of Palafin’s Zero to Hero Ability.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\data\processed\pokemon_cards_processed.csv,107,Giga Impact,250,Stage 1 Pokémon,"During your next turn, this Pokémon can’t use attacks."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\data\processed\pokemon_cards_processed.csv,108,Tera,,Basic Pokémon,"As long as this Pokémon is on your Bench, prevent all damage done to this Pokémon by attacks (both yours and your opponent’s)."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\data\processed\pokemon_cards_processed.csv,108,Sob,20,Basic Pokémon,"During your opponent’s next turn, the Defending Pokémon can’t retreat."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\data\processed\pokemon_cards_processed.csv,108,Torrential Pump,100,Basic Pokémon,"You may shuffle 3 Energy attached to this Pokémon into your deck. If you do, this attack also does 120 damage to 1 of your opponent’s Benched Pokémon. (Don’t apply Weakness and Resistance for Benched Pokémon.)"
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\data\processed\pokemon_cards_processed.csv,109,Ability] Teleporter,,Basic Pokémon,"Once during your turn, if this Pokémon is in the Active Spot, you may shuffle it and all attached cards into your deck."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\data\processed\pokemon_cards_processed.csv,109,Beam,10,Basic Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\data\processed\pokemon_cards_processed.csv,110,Slurp Slurp,90×,Stage 1 Pokémon,"Flip 2 coins. This attack does 90 damage for each heads. If both of them are tails, your opponent’s Active Pokémon is now Confused."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\data\processed\pokemon_cards_processed.csv,111,Sand Attack,10,Basic Pokémon,"During your opponent’s next turn, if the Defending Pokémon tries to use an attack, your opponent flips a coin. If tails, that attack doesn’t happen."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\data\processed\pokemon_cards_processed.csv,111,Spooky Shot,30,Basic Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\data\processed\pokemon_cards_processed.csv,112,Ability] Adrena-Brain,,Basic Pokémon,"Once during your turn, if this Pokémon has any {D} Energy attached, you may move up to 3 damage counters from 1 of your Pokémon to 1 of your opponent’s Pokémon."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\data\processed\pokemon_cards_processed.csv,112,Mind Bend,60,Basic Pokémon,Your opponent’s Active Pokémon is now Confused.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\data\processed\pokemon_cards_processed.csv,113,Best Punch,40,Basic Pokémon,"Flip a coin. If tails, this attack does nothing."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\data\processed\pokemon_cards_processed.csv,114,Knuckle Punch,20,Stage 1 Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\data\processed\pokemon_cards_processed.csv,114,Superpower,50,Stage 1 Pokémon,"You may do 30 more damage. If you do, this Pokémon also does 30 damage to itself."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\data\processed\pokemon_cards_processed.csv,115,Tantrum,80,Stage 2 Pokémon,This Pokémon is now Confused.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\data\processed\pokemon_cards_processed.csv,115,Gutsy Swing,250,Stage 2 Pokémon,"If this Pokémon is affected by a Special Condition, ignore all Energy in this attack’s cost."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\data\processed\pokemon_cards_processed.csv,116,Ability] Adrena-Power,,Basic Pokémon,"If this Pokémon has any {D} Energy attached, it gets +100 HP, and the attacks it uses do 100 more damage to your opponent’s Active Pokémon (before applying Weakness and Resistance)."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\data\processed\pokemon_cards_processed.csv,116,Good Punch,70,Basic Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\data\processed\pokemon_cards_processed.csv,117,Tera,,Basic Pokémon,"As long as this Pokémon is on your Bench, prevent all damage done to this Pokémon by attacks (both yours and your opponent’s)."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\data\processed\pokemon_cards_processed.csv,117,Ability] Cornerstone Stance,,Basic Pokémon,Prevent all damage from attacks done to this Pokémon by your opponent’s Pokémon that have an Ability.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\data\processed\pokemon_cards_processed.csv,117,Demolish,140,Basic Pokémon,"This attack’s damage isn’t affected by Weakness or Resistance, or by any effects on your opponent’s Active Pokémon."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\data\processed\pokemon_cards_processed.csv,118,Ability] Incandescent Body,,Basic Pokémon,"If this Pokémon is in the Active Spot and is damaged by an attack from your opponent’s Pokémon (even if this Pokémon is Knocked Out), the Attacking Pokémon is now Burned."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\data\processed\pokemon_cards_processed.csv,118,Steel Burst,50×,Basic Pokémon,Discard all {M} Energy from this Pokémon. This attack does 50 damage for each card you discarded in this way.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\data\processed\pokemon_cards_processed.csv,119,Petty Grudge,10,Basic Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\data\processed\pokemon_cards_processed.csv,119,Bite,40,Basic Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\data\processed\pokemon_cards_processed.csv,120,Ability] Recon Directive,,Stage 1 Pokémon,"Once during your turn, you may look at the top 2 cards of your deck and put 1 of them into your hand. Put the other card on the bottom of your deck."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\data\processed\pokemon_cards_processed.csv,120,Dragon Headbutt,70,Stage 1 Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\data\processed\pokemon_cards_processed.csv,121,Tera,,Stage 2 Pokémon,"As long as this Pokémon is on your Bench, prevent all damage done to this Pokémon by attacks (both yours and your opponent’s)."
