variant_id,source_scenario_id,source_match_id,queue_position,variant_name,variant_seed,side_mode,source_normalized_side,variant_normalized_side,current_player,baseline_name,player_card,opponent_card,turn_number,player_energy,opponent_energy,player_damage,opponent_damage,player_damage_fraction,opponent_damage_fraction,prize_cards_remaining,hand_size,terminal,legal_move_count,accepted,curriculum_priority,hard_example_rank,trace_file
NB48_LOSS_282__opening_zero_energy__6122849eb4aa,NB48_LOSS_282,282,7,opening_zero_energy,633784774,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Bulbasaur,Eevee,1,0,0,0.0,0.0,0.0,0.0,6,7,False,1,True,9.0,7,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_282.jsonl
NB48_LOSS_282__opening_one_energy__0390ae4e1944,NB48_LOSS_282,282,7,opening_one_energy,2534453678,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Bulbasaur,Eevee,2,1,1,0.0,0.0,0.0,0.0,6,6,False,1,True,9.0,7,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_282.jsonl
NB48_LOSS_282__early_pressure__8964fddae9ef,NB48_LOSS_282,282,7,early_pressure,3572185283,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Bulbasaur,Eevee,3,1,2,12.0,2.5,0.15,0.05,5,6,False,1,True,9.0,7,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_282.jsonl
NB48_LOSS_282__balanced_midgame__a31aa319c71d,NB48_LOSS_282,282,7,balanced_midgame,2380958548,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Bulbasaur,Eevee,5,2,2,20.0,12.5,0.25,0.25,4,5,False,1,True,9.0,7,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_282.jsonl
NB48_LOSS_282__player_under_pressure__8cc30d1d4bb3,NB48_LOSS_282,282,7,player_under_pressure,3651029665,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Bulbasaur,Eevee,6,2,3,40.0,7.5,0.5,0.15,4,4,False,1,True,9.0,7,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_282.jsonl
NB48_LOSS_282__opponent_under_pressure__37a51bdcc91f,NB48_LOSS_282,282,7,opponent_under_pressure,3737111242,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Bulbasaur,Eevee,6,3,2,12.0,25.0,0.15,0.5,4,5,False,1,True,9.0,7,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_282.jsonl
NB48_LOSS_282__late_game_prize_pressure__a742773f6659,NB48_LOSS_282,282,7,late_game_prize_pressure,3522061231,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Bulbasaur,Eevee,9,3,3,32.0,20.0,0.4,0.4,2,3,False,1,True,9.0,7,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_282.jsonl
NB48_LOSS_282__critical_hp_decision__b3d786989ded,NB48_LOSS_282,282,7,critical_hp_decision,422961605,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Bulbasaur,Eevee,10,4,4,56.0,27.5,0.7,0.55,2,3,False,1,True,9.0,7,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_282.jsonl
NB48_LOSS_282__counterfactual_side_early__34c4ef8de849,NB48_LOSS_282,282,7,counterfactual_side_early,3527643023,FLIP,Opponent,Player,Player,Depth-6 Search Baseline,Bulbasaur,Eevee,3,1,1,8.0,5.0,0.1,0.1,5,6,False,1,True,9.0,7,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_282.jsonl
NB48_LOSS_282__counterfactual_side_late__4e5112b7cb01,NB48_LOSS_282,282,7,counterfactual_side_late,1700897313,FLIP,Opponent,Player,Player,Depth-6 Search Baseline,Bulbasaur,Eevee,8,3,3,36.0,22.5,0.45,0.45,3,4,False,1,True,9.0,7,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_282.jsonl
NB48_LOSS_294__opening_zero_energy__06ee5a056c24,NB48_LOSS_294,294,8,opening_zero_energy,1950872828,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Bulbasaur,Eevee,1,0,0,0.0,0.0,0.0,0.0,6,7,False,1,True,9.0,8,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_294.jsonl
NB48_LOSS_294__opening_one_energy__142ba93cb526,NB48_LOSS_294,294,8,opening_one_energy,1913497575,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Bulbasaur,Eevee,2,1,1,0.0,0.0,0.0,0.0,6,6,False,1,True,9.0,8,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_294.jsonl
NB48_LOSS_294__early_pressure__da5f77adcac4,NB48_LOSS_294,294,8,early_pressure,307159289,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Bulbasaur,Eevee,3,1,2,12.0,2.5,0.15,0.05,5,6,False,1,True,9.0,8,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_294.jsonl
NB48_LOSS_294__balanced_midgame__d4013ada1fb0,NB48_LOSS_294,294,8,balanced_midgame,4125664417,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Bulbasaur,Eevee,5,2,2,20.0,12.5,0.25,0.25,4,5,False,1,True,9.0,8,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_294.jsonl
NB48_LOSS_294__player_under_pressure__89ce42fa6de9,NB48_LOSS_294,294,8,player_under_pressure,476742310,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Bulbasaur,Eevee,6,2,3,40.0,7.5,0.5,0.15,4,4,False,1,True,9.0,8,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_294.jsonl
NB48_LOSS_294__opponent_under_pressure__b2b4aa5610bc,NB48_LOSS_294,294,8,opponent_under_pressure,4251708035,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Bulbasaur,Eevee,6,3,2,12.0,25.0,0.15,0.5,4,5,False,1,True,9.0,8,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_294.jsonl
NB48_LOSS_294__late_game_prize_pressure__6df12cab5bd8,NB48_LOSS_294,294,8,late_game_prize_pressure,3637197715,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Bulbasaur,Eevee,9,3,3,32.0,20.0,0.4,0.4,2,3,False,1,True,9.0,8,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_294.jsonl
NB48_LOSS_294__critical_hp_decision__8b6bc6cbba86,NB48_LOSS_294,294,8,critical_hp_decision,544621089,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Bulbasaur,Eevee,10,4,4,56.0,27.5,0.7,0.55,2,3,False,1,True,9.0,8,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_294.jsonl
NB48_LOSS_294__counterfactual_side_early__dba41117acc3,NB48_LOSS_294,294,8,counterfactual_side_early,3583887593,FLIP,Opponent,Player,Player,Depth-6 Search Baseline,Bulbasaur,Eevee,3,1,1,8.0,5.0,0.1,0.1,5,6,False,1,True,9.0,8,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_294.jsonl
NB48_LOSS_294__counterfactual_side_late__dc4d52e283bb,NB48_LOSS_294,294,8,counterfactual_side_late,3381691561,FLIP,Opponent,Player,Player,Depth-6 Search Baseline,Bulbasaur,Eevee,8,3,3,36.0,22.5,0.45,0.45,3,4,False,1,True,9.0,8,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_294.jsonl
NB48_LOSS_204__opening_zero_energy__0466557ddea8,NB48_LOSS_204,204,9,opening_zero_energy,441867297,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Bulbasaur,Eevee,1,0,0,0.0,0.0,0.0,0.0,6,7,False,1,True,8.0,9,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_204.jsonl
NB48_LOSS_204__opening_one_energy__1d3b3f5f42e7,NB48_LOSS_204,204,9,opening_one_energy,2046508454,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Bulbasaur,Eevee,2,1,1,0.0,0.0,0.0,0.0,6,6,False,1,True,8.0,9,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_204.jsonl
NB48_LOSS_204__early_pressure__954bea776c08,NB48_LOSS_204,204,9,early_pressure,220357416,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Bulbasaur,Eevee,3,1,2,12.0,2.5,0.15,0.05,5,6,False,1,True,8.0,9,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_204.jsonl
NB48_LOSS_204__balanced_midgame__7245ed541328,NB48_LOSS_204,204,9,balanced_midgame,1647050544,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Bulbasaur,Eevee,5,2,2,20.0,12.5,0.25,0.25,4,5,False,1,True,8.0,9,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_204.jsonl
NB48_LOSS_204__player_under_pressure__70c5279f8e20,NB48_LOSS_204,204,9,player_under_pressure,2698731411,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Bulbasaur,Eevee,6,2,3,40.0,7.5,0.5,0.15,4,4,False,1,True,8.0,9,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_204.jsonl
NB48_LOSS_204__opponent_under_pressure__514c9d11c151,NB48_LOSS_204,204,9,opponent_under_pressure,1640789099,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Bulbasaur,Eevee,6,3,2,12.0,25.0,0.15,0.5,4,5,False,1,True,8.0,9,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_204.jsonl
NB48_LOSS_204__late_game_prize_pressure__376584c37a9c,NB48_LOSS_204,204,9,late_game_prize_pressure,2542141777,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Bulbasaur,Eevee,9,3,3,32.0,20.0,0.4,0.4,2,3,False,1,True,8.0,9,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_204.jsonl
NB48_LOSS_204__critical_hp_decision__821c8f3d89e9,NB48_LOSS_204,204,9,critical_hp_decision,2924587626,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Bulbasaur,Eevee,10,4,4,56.0,27.5,0.7,0.55,2,3,False,1,True,8.0,9,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_204.jsonl
NB48_LOSS_204__counterfactual_side_early__35e0ede11891,NB48_LOSS_204,204,9,counterfactual_side_early,94390303,FLIP,Opponent,Player,Player,Depth-6 Search Baseline,Bulbasaur,Eevee,3,1,1,8.0,5.0,0.1,0.1,5,6,False,1,True,8.0,9,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_204.jsonl
NB48_LOSS_204__counterfactual_side_late__f0a81cac4bb0,NB48_LOSS_204,204,9,counterfactual_side_late,2917908974,FLIP,Opponent,Player,Player,Depth-6 Search Baseline,Bulbasaur,Eevee,8,3,3,36.0,22.5,0.45,0.45,3,4,False,1,True,8.0,9,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_204.jsonl
NB48_LOSS_216__opening_zero_energy__f2d46703abcb,NB48_LOSS_216,216,10,opening_zero_energy,2063477344,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Bulbasaur,Eevee,1,0,0,0.0,0.0,0.0,0.0,6,7,False,1,True,8.0,10,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_216.jsonl
NB48_LOSS_216__opening_one_energy__eabd5b37f5d3,NB48_LOSS_216,216,10,opening_one_energy,3139971162,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Bulbasaur,Eevee,2,1,1,0.0,0.0,0.0,0.0,6,6,False,1,True,8.0,10,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_216.jsonl
NB48_LOSS_216__early_pressure__7bda6b7f9aa2,NB48_LOSS_216,216,10,early_pressure,2142755310,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Bulbasaur,Eevee,3,1,2,12.0,2.5,0.15,0.05,5,6,False,1,True,8.0,10,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_216.jsonl
NB48_LOSS_216__balanced_midgame__6c9466ca2634,NB48_LOSS_216,216,10,balanced_midgame,631802934,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Bulbasaur,Eevee,5,2,2,20.0,12.5,0.25,0.25,4,5,False,1,True,8.0,10,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_216.jsonl
NB48_LOSS_216__player_under_pressure__3348aa267689,NB48_LOSS_216,216,10,player_under_pressure,3598795072,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Bulbasaur,Eevee,6,2,3,40.0,7.5,0.5,0.15,4,4,False,1,True,8.0,10,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_216.jsonl
NB48_LOSS_216__opponent_under_pressure__8c89efe56663,NB48_LOSS_216,216,10,opponent_under_pressure,2391020840,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Bulbasaur,Eevee,6,3,2,12.0,25.0,0.15,0.5,4,5,False,1,True,8.0,10,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_216.jsonl
NB48_LOSS_216__late_game_prize_pressure__894eed0c8ad3,NB48_LOSS_216,216,10,late_game_prize_pressure,1911602057,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Bulbasaur,Eevee,9,3,3,32.0,20.0,0.4,0.4,2,3,False,1,True,8.0,10,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_216.jsonl
NB48_LOSS_216__critical_hp_decision__cea3cb652181,NB48_LOSS_216,216,10,critical_hp_decision,3025180070,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Bulbasaur,Eevee,10,4,4,56.0,27.5,0.7,0.55,2,3,False,1,True,8.0,10,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_216.jsonl
NB48_LOSS_216__counterfactual_side_early__26795b53438d,NB48_LOSS_216,216,10,counterfactual_side_early,2518130321,FLIP,Opponent,Player,Player,Depth-6 Search Baseline,Bulbasaur,Eevee,3,1,1,8.0,5.0,0.1,0.1,5,6,False,1,True,8.0,10,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_216.jsonl
NB48_LOSS_216__counterfactual_side_late__84b6e6281f96,NB48_LOSS_216,216,10,counterfactual_side_late,3625539262,FLIP,Opponent,Player,Player,Depth-6 Search Baseline,Bulbasaur,Eevee,8,3,3,36.0,22.5,0.45,0.45,3,4,False,1,True,8.0,10,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_216.jsonl
NB48_LOSS_228__opening_zero_energy__4943243dc623,NB48_LOSS_228,228,11,opening_zero_energy,316470460,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Bulbasaur,Eevee,1,0,0,0.0,0.0,0.0,0.0,6,7,False,1,True,8.0,11,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_228.jsonl
NB48_LOSS_228__opening_one_energy__433d51cb36b4,NB48_LOSS_228,228,11,opening_one_energy,3668681627,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Bulbasaur,Eevee,2,1,1,0.0,0.0,0.0,0.0,6,6,False,1,True,8.0,11,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_228.jsonl
NB48_LOSS_228__early_pressure__a5ba2ad82f78,NB48_LOSS_228,228,11,early_pressure,1312347024,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Bulbasaur,Eevee,3,1,2,12.0,2.5,0.15,0.05,5,6,False,1,True,8.0,11,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_228.jsonl
NB48_LOSS_228__balanced_midgame__27ab46f1c0e9,NB48_LOSS_228,228,11,balanced_midgame,1489645682,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Bulbasaur,Eevee,5,2,2,20.0,12.5,0.25,0.25,4,5,False,1,True,8.0,11,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_228.jsonl
NB48_LOSS_228__player_under_pressure__2ab68617a760,NB48_LOSS_228,228,11,player_under_pressure,3243748501,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Bulbasaur,Eevee,6,2,3,40.0,7.5,0.5,0.15,4,4,False,1,True,8.0,11,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_228.jsonl
NB48_LOSS_228__opponent_under_pressure__86095c345aa7,NB48_LOSS_228,228,11,opponent_under_pressure,2968389203,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Bulbasaur,Eevee,6,3,2,12.0,25.0,0.15,0.5,4,5,False,1,True,8.0,11,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_228.jsonl
NB48_LOSS_228__late_game_prize_pressure__49207742501b,NB48_LOSS_228,228,11,late_game_prize_pressure,197710561,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Bulbasaur,Eevee,9,3,3,32.0,20.0,0.4,0.4,2,3,False,1,True,8.0,11,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_228.jsonl
NB48_LOSS_228__critical_hp_decision__f505270a1074,NB48_LOSS_228,228,11,critical_hp_decision,234838370,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Bulbasaur,Eevee,10,4,4,56.0,27.5,0.7,0.55,2,3,False,1,True,8.0,11,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_228.jsonl
NB48_LOSS_228__counterfactual_side_early__63b4a1a74f52,NB48_LOSS_228,228,11,counterfactual_side_early,4098653580,FLIP,Opponent,Player,Player,Depth-6 Search Baseline,Bulbasaur,Eevee,3,1,1,8.0,5.0,0.1,0.1,5,6,False,1,True,8.0,11,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_228.jsonl
NB48_LOSS_228__counterfactual_side_late__f819695ede9f,NB48_LOSS_228,228,11,counterfactual_side_late,73652656,FLIP,Opponent,Player,Player,Depth-6 Search Baseline,Bulbasaur,Eevee,8,3,3,36.0,22.5,0.45,0.45,3,4,False,1,True,8.0,11,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_228.jsonl
NB48_LOSS_240__opening_zero_energy__ed8074dd298f,NB48_LOSS_240,240,12,opening_zero_energy,2675937435,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Bulbasaur,Eevee,1,0,0,0.0,0.0,0.0,0.0,6,7,False,1,True,8.0,12,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_240.jsonl
NB48_LOSS_240__opening_one_energy__3c42f234449e,NB48_LOSS_240,240,12,opening_one_energy,1942187081,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Bulbasaur,Eevee,2,1,1,0.0,0.0,0.0,0.0,6,6,False,1,True,8.0,12,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_240.jsonl
NB48_LOSS_240__early_pressure__fdc7adcb78ec,NB48_LOSS_240,240,12,early_pressure,1757592310,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Bulbasaur,Eevee,3,1,2,12.0,2.5,0.15,0.05,5,6,False,1,True,8.0,12,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_240.jsonl
NB48_LOSS_240__balanced_midgame__67c4cab2d448,NB48_LOSS_240,240,12,balanced_midgame,2059068280,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Bulbasaur,Eevee,5,2,2,20.0,12.5,0.25,0.25,4,5,False,1,True,8.0,12,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_240.jsonl
NB48_LOSS_240__player_under_pressure__1e918c4601c7,NB48_LOSS_240,240,12,player_under_pressure,1895343159,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Bulbasaur,Eevee,6,2,3,40.0,7.5,0.5,0.15,4,4,False,1,True,8.0,12,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_240.jsonl
NB48_LOSS_240__opponent_under_pressure__bb86e83ea7ec,NB48_LOSS_240,240,12,opponent_under_pressure,947041474,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Bulbasaur,Eevee,6,3,2,12.0,25.0,0.15,0.5,4,5,False,1,True,8.0,12,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_240.jsonl
NB48_LOSS_240__late_game_prize_pressure__0f56dc2fb51b,NB48_LOSS_240,240,12,late_game_prize_pressure,1963108244,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Bulbasaur,Eevee,9,3,3,32.0,20.0,0.4,0.4,2,3,False,1,True,8.0,12,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_240.jsonl
NB48_LOSS_240__critical_hp_decision__747de985f320,NB48_LOSS_240,240,12,critical_hp_decision,2295820974,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Bulbasaur,Eevee,10,4,4,56.0,27.5,0.7,0.55,2,3,False,1,True,8.0,12,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_240.jsonl
NB48_LOSS_240__counterfactual_side_early__70b2f56cf980,NB48_LOSS_240,240,12,counterfactual_side_early,3745936777,FLIP,Opponent,Player,Player,Depth-6 Search Baseline,Bulbasaur,Eevee,3,1,1,8.0,5.0,0.1,0.1,5,6,False,1,True,8.0,12,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_240.jsonl
NB48_LOSS_240__counterfactual_side_late__d908aca4d7ba,NB48_LOSS_240,240,12,counterfactual_side_late,151121425,FLIP,Opponent,Player,Player,Depth-6 Search Baseline,Bulbasaur,Eevee,8,3,3,36.0,22.5,0.45,0.45,3,4,False,1,True,8.0,12,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_240.jsonl
NB48_LOSS_252__opening_zero_energy__ac9a1ba099a7,NB48_LOSS_252,252,13,opening_zero_energy,645840340,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Bulbasaur,Eevee,1,0,0,0.0,0.0,0.0,0.0,6,7,False,1,True,8.0,13,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_252.jsonl
