comparison_case_id,strategy_a,strategy_b,maximum_case_difference,mean_case_difference,l1_case_difference,prediction_a,prediction_b,predictions_match
4WE_PAIR_017_V04__OPPONENT,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.10999999999999999,0.03866666666666667,0.232,Quick Attack,Quick Attack,True
4WE_PAIR_011_V02__PLAYER,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.10999999999999999,0.03666666666666666,0.21999999999999997,Quick Attack,Quick Attack,True
4WE_PAIR_015_V03__PLAYER,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.108,0.03600000000000001,0.21600000000000008,Quick Attack,Quick Attack,True
4WE_PAIR_016_V03__PLAYER,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.108,0.03600000000000001,0.21600000000000008,Quick Attack,Quick Attack,True
4WE_PAIR_021_V03__PLAYER,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.108,0.03600000000000001,0.21600000000000008,Quick Attack,Quick Attack,True
4WE_PAIR_006_V02__PLAYER,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.108,0.03600000000000001,0.21600000000000008,Quick Attack,Quick Attack,True
4WE_PAIR_015_V02__PLAYER,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.108,0.03600000000000001,0.21600000000000008,Quick Attack,Quick Attack,True
4WE_PAIR_021_V02__PLAYER,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.108,0.03600000000000001,0.21600000000000008,Quick Attack,Quick Attack,True
4WE_PAIR_020_V03__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.108,0.036,0.21599999999999997,Quick Attack,Quick Attack,True
4WE_PAIR_001_V04__PLAYER,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.10799999999999998,0.03866666666666666,0.23199999999999998,Quick Attack,Quick Attack,True
4WE_PAIR_008_V04__PLAYER,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.10799999999999998,0.03866666666666666,0.23199999999999998,Quick Attack,Quick Attack,True
4WE_PAIR_014_V04__PLAYER,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.10799999999999998,0.03866666666666666,0.23199999999999998,Quick Attack,Quick Attack,True
4WE_PAIR_019_V04__PLAYER,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.10799999999999998,0.03866666666666666,0.23199999999999998,Quick Attack,Quick Attack,True
4WE_PAIR_023_V03__OPPONENT,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.10799999999999998,0.036,0.21599999999999997,Quick Attack,Quick Attack,True
4WE_PAIR_023_V03__PLAYER,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.10799999999999998,0.036,0.21599999999999997,Quick Attack,Quick Attack,True
4WE_PAIR_020_V03__PLAYER,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.1060000000000001,0.03533333333333335,0.21200000000000008,Quick Attack,Quick Attack,True
4WE_PAIR_005_V02__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.106,0.03533333333333335,0.21200000000000008,Quick Attack,Quick Attack,True
4WE_PAIR_006_V02__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.106,0.03533333333333335,0.21200000000000008,Quick Attack,Quick Attack,True
4WE_PAIR_012_V02__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.106,0.03533333333333335,0.21200000000000008,Quick Attack,Quick Attack,True
4WE_PAIR_005_V02__PLAYER,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.106,0.03533333333333335,0.21200000000000008,Quick Attack,Quick Attack,True
4WE_PAIR_012_V02__PLAYER,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.106,0.03533333333333335,0.21200000000000008,Quick Attack,Quick Attack,True
4WE_PAIR_013_V04__PLAYER,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.10599999999999998,0.038,0.22799999999999998,Quick Attack,Quick Attack,True
4WE_PAIR_018_V04__PLAYER,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.10599999999999998,0.038,0.22799999999999998,Quick Attack,Quick Attack,True
4WE_PAIR_022_V02__OPPONENT,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.10599999999999998,0.035333333333333335,0.212,Quick Attack,Quick Attack,True
4WE_PAIR_011_V02__OPPONENT,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.10599999999999998,0.03533333333333333,0.21199999999999997,Quick Attack,Quick Attack,True
4WE_PAIR_022_V03__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.10400000000000009,0.03466666666666668,0.20800000000000007,Quick Attack,Quick Attack,True
4WE_PAIR_023_V03__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.10400000000000009,0.03466666666666668,0.20800000000000007,Quick Attack,Quick Attack,True
4WE_PAIR_005_V03__PLAYER,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.104,0.03466666666666668,0.20800000000000007,Quick Attack,Quick Attack,True
4WE_PAIR_006_V03__PLAYER,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.104,0.03466666666666668,0.20800000000000007,Quick Attack,Quick Attack,True
4WE_PAIR_012_V03__PLAYER,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.104,0.03466666666666668,0.20800000000000007,Quick Attack,Quick Attack,True
4WE_PAIR_011_V03__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.104,0.03466666666666666,0.20799999999999996,Quick Attack,Quick Attack,True
4WE_PAIR_020_V02__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.104,0.03466666666666666,0.20799999999999996,Quick Attack,Quick Attack,True
4WE_PAIR_002_V01__PLAYER,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.10399999999999998,0.03733333333333333,0.22399999999999998,Quick Attack,Quick Attack,True
4WE_PAIR_003_V04__PLAYER,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.10399999999999998,0.03733333333333333,0.22399999999999998,Quick Attack,Quick Attack,True
4WE_PAIR_004_V04__PLAYER,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.10399999999999998,0.03733333333333333,0.22399999999999998,Quick Attack,Quick Attack,True
4WE_PAIR_009_V01__PLAYER,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.10399999999999998,0.03733333333333333,0.22399999999999998,Quick Attack,Quick Attack,True
4WE_PAIR_010_V04__PLAYER,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.10399999999999998,0.03733333333333333,0.22399999999999998,Quick Attack,Quick Attack,True
4WE_PAIR_022_V02__PLAYER,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.10200000000000009,0.034000000000000016,0.2040000000000001,Quick Attack,Quick Attack,True
4WE_PAIR_023_V02__OPPONENT,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.10200000000000009,0.034000000000000016,0.2040000000000001,Quick Attack,Quick Attack,True
4WE_PAIR_023_V02__PLAYER,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.10200000000000009,0.034000000000000016,0.2040000000000001,Quick Attack,Quick Attack,True
4WE_PAIR_011_V03__PLAYER,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.10200000000000009,0.03400000000000001,0.20400000000000007,Quick Attack,Quick Attack,True
4WE_PAIR_020_V02__PLAYER,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.10200000000000009,0.03400000000000001,0.20400000000000007,Quick Attack,Quick Attack,True
4WE_PAIR_022_V02__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.10200000000000009,0.03400000000000001,0.20400000000000007,Quick Attack,Quick Attack,True
4WE_PAIR_022_V03__PLAYER,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.10200000000000009,0.03400000000000001,0.20400000000000007,Quick Attack,Quick Attack,True
4WE_PAIR_023_V02__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.10200000000000009,0.03400000000000001,0.20400000000000007,Quick Attack,Quick Attack,True
4WE_PAIR_023_V03__PLAYER,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.10200000000000009,0.03400000000000001,0.20400000000000007,Quick Attack,Quick Attack,True
4WE_PAIR_015_V02__PLAYER,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.102,0.03400000000000001,0.20400000000000007,Quick Attack,Quick Attack,True
4WE_PAIR_016_V02__PLAYER,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.102,0.03400000000000001,0.20400000000000007,Quick Attack,Quick Attack,True
4WE_PAIR_021_V02__PLAYER,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.102,0.03400000000000001,0.20400000000000007,Quick Attack,Quick Attack,True
4WE_PAIR_001_V01__PLAYER,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.10199999999999998,0.03666666666666666,0.21999999999999997,Quick Attack,Quick Attack,True
4WE_PAIR_002_V01__OPPONENT,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.10199999999999998,0.03666666666666666,0.21999999999999997,Quick Attack,Quick Attack,True
4WE_PAIR_003_V01__PLAYER,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.10199999999999998,0.03666666666666666,0.21999999999999997,Quick Attack,Quick Attack,True
4WE_PAIR_004_V01__PLAYER,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.10199999999999998,0.03666666666666666,0.21999999999999997,Quick Attack,Quick Attack,True
4WE_PAIR_008_V01__PLAYER,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.10199999999999998,0.03666666666666666,0.21999999999999997,Quick Attack,Quick Attack,True
4WE_PAIR_009_V01__OPPONENT,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.10199999999999998,0.03666666666666666,0.21999999999999997,Quick Attack,Quick Attack,True
4WE_PAIR_010_V01__PLAYER,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.10199999999999998,0.03666666666666666,0.21999999999999997,Quick Attack,Quick Attack,True
4WE_PAIR_014_V01__OPPONENT,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.10199999999999998,0.03666666666666666,0.21999999999999997,Quick Attack,Quick Attack,True
4WE_PAIR_014_V01__PLAYER,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.10199999999999998,0.03666666666666666,0.21999999999999997,Quick Attack,Quick Attack,True
4WE_PAIR_019_V01__OPPONENT,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.10199999999999998,0.03666666666666666,0.21999999999999997,Quick Attack,Quick Attack,True
4WE_PAIR_019_V01__PLAYER,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.10199999999999998,0.03666666666666666,0.21999999999999997,Quick Attack,Quick Attack,True
4WE_PAIR_002_V04__OPPONENT,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.10199999999999998,0.036,0.21599999999999997,Quick Attack,Quick Attack,True
4WE_PAIR_009_V04__OPPONENT,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.10199999999999998,0.036,0.21599999999999997,Quick Attack,Quick Attack,True
4WE_PAIR_014_V04__OPPONENT,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.10199999999999998,0.036,0.21599999999999997,Quick Attack,Quick Attack,True
4WE_PAIR_019_V04__OPPONENT,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.10199999999999998,0.036,0.21599999999999997,Quick Attack,Quick Attack,True
4WE_PAIR_011_V02__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.09999999999999999,0.03333333333333335,0.20000000000000007,Quick Attack,Quick Attack,True
4WE_PAIR_001_V01__OPPONENT,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.09999999999999998,0.036,0.21599999999999997,Quick Attack,Quick Attack,True
4WE_PAIR_003_V01__OPPONENT,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.09999999999999998,0.036,0.21599999999999997,Quick Attack,Quick Attack,True
4WE_PAIR_004_V01__OPPONENT,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.09999999999999998,0.036,0.21599999999999997,Quick Attack,Quick Attack,True
4WE_PAIR_008_V01__OPPONENT,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.09999999999999998,0.036,0.21599999999999997,Quick Attack,Quick Attack,True
4WE_PAIR_010_V01__OPPONENT,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.09999999999999998,0.036,0.21599999999999997,Quick Attack,Quick Attack,True
4WE_PAIR_013_V01__OPPONENT,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.09999999999999998,0.036,0.21599999999999997,Quick Attack,Quick Attack,True
4WE_PAIR_013_V01__PLAYER,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.09999999999999998,0.036,0.21599999999999997,Quick Attack,Quick Attack,True
4WE_PAIR_018_V01__OPPONENT,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.09999999999999998,0.036,0.21599999999999997,Quick Attack,Quick Attack,True
4WE_PAIR_018_V01__PLAYER,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.09999999999999998,0.036,0.21599999999999997,Quick Attack,Quick Attack,True
4WE_PAIR_001_V04__OPPONENT,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.09999999999999998,0.03533333333333333,0.21199999999999997,Quick Attack,Quick Attack,True
4WE_PAIR_003_V04__OPPONENT,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.09999999999999998,0.03533333333333333,0.21199999999999997,Quick Attack,Quick Attack,True
4WE_PAIR_004_V04__OPPONENT,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.09999999999999998,0.03533333333333333,0.21199999999999997,Quick Attack,Quick Attack,True
4WE_PAIR_008_V04__OPPONENT,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.09999999999999998,0.03533333333333333,0.21199999999999997,Quick Attack,Quick Attack,True
4WE_PAIR_010_V04__OPPONENT,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.09999999999999998,0.03533333333333333,0.21199999999999997,Quick Attack,Quick Attack,True
4WE_PAIR_013_V04__OPPONENT,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.09999999999999998,0.03533333333333333,0.21199999999999997,Quick Attack,Quick Attack,True
4WE_PAIR_018_V04__OPPONENT,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.09999999999999998,0.03533333333333333,0.21199999999999997,Quick Attack,Quick Attack,True
4WE_PAIR_011_V02__PLAYER,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.09800000000000009,0.032666666666666684,0.19600000000000012,Quick Attack,Quick Attack,True
4WE_PAIR_022_V02__PLAYER,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.09800000000000009,0.032666666666666684,0.19600000000000012,Quick Attack,Quick Attack,True
4WE_PAIR_023_V02__PLAYER,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.09800000000000009,0.032666666666666684,0.19600000000000012,Quick Attack,Quick Attack,True
4WE_PAIR_005_V02__PLAYER,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.09799999999999999,0.03266666666666668,0.19600000000000006,Quick Attack,Quick Attack,True
4WE_PAIR_006_V02__PLAYER,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.09799999999999999,0.03266666666666668,0.19600000000000006,Quick Attack,Quick Attack,True
4WE_PAIR_012_V02__PLAYER,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.09799999999999999,0.03266666666666668,0.19600000000000006,Quick Attack,Quick Attack,True
4WE_PAIR_002_V03__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.094,0.03200000000000001,0.19200000000000006,Quick Attack,Quick Attack,True
4WE_PAIR_004_V03__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.094,0.03200000000000001,0.19200000000000006,Quick Attack,Quick Attack,True
4WE_PAIR_009_V03__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.094,0.03200000000000001,0.19200000000000006,Quick Attack,Quick Attack,True
4WE_PAIR_014_V03__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.094,0.03200000000000001,0.19200000000000006,Quick Attack,Quick Attack,True
4WE_PAIR_014_V03__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.094,0.03200000000000001,0.19200000000000006,Quick Attack,Quick Attack,True
4WE_PAIR_019_V03__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.094,0.03200000000000001,0.19200000000000006,Quick Attack,Quick Attack,True
4WE_PAIR_019_V03__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.094,0.03200000000000001,0.19200000000000006,Quick Attack,Quick Attack,True
4WE_PAIR_001_V03__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.092,0.031333333333333345,0.18800000000000006,Quick Attack,Quick Attack,True
4WE_PAIR_002_V02__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.092,0.031333333333333345,0.18800000000000006,Quick Attack,Quick Attack,True
4WE_PAIR_002_V03__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.092,0.031333333333333345,0.18800000000000006,Quick Attack,Quick Attack,True
4WE_PAIR_003_V03__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.092,0.031333333333333345,0.18800000000000006,Quick Attack,Quick Attack,True
4WE_PAIR_004_V02__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.092,0.031333333333333345,0.18800000000000006,Quick Attack,Quick Attack,True
4WE_PAIR_004_V03__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.092,0.031333333333333345,0.18800000000000006,Quick Attack,Quick Attack,True
4WE_PAIR_008_V03__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.092,0.031333333333333345,0.18800000000000006,Quick Attack,Quick Attack,True
4WE_PAIR_009_V02__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.092,0.031333333333333345,0.18800000000000006,Quick Attack,Quick Attack,True
4WE_PAIR_009_V03__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.092,0.031333333333333345,0.18800000000000006,Quick Attack,Quick Attack,True
4WE_PAIR_010_V03__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.092,0.031333333333333345,0.18800000000000006,Quick Attack,Quick Attack,True
4WE_PAIR_013_V03__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.092,0.031333333333333345,0.18800000000000006,Quick Attack,Quick Attack,True
4WE_PAIR_013_V03__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.092,0.031333333333333345,0.18800000000000006,Quick Attack,Quick Attack,True
4WE_PAIR_014_V02__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.092,0.031333333333333345,0.18800000000000006,Quick Attack,Quick Attack,True
4WE_PAIR_014_V02__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.092,0.031333333333333345,0.18800000000000006,Quick Attack,Quick Attack,True
4WE_PAIR_018_V03__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.092,0.031333333333333345,0.18800000000000006,Quick Attack,Quick Attack,True
4WE_PAIR_018_V03__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.092,0.031333333333333345,0.18800000000000006,Quick Attack,Quick Attack,True
4WE_PAIR_019_V02__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.092,0.031333333333333345,0.18800000000000006,Quick Attack,Quick Attack,True
4WE_PAIR_019_V02__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.092,0.031333333333333345,0.18800000000000006,Quick Attack,Quick Attack,True
4WE_PAIR_001_V02__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.09,0.030666666666666675,0.18400000000000005,Quick Attack,Quick Attack,True
4WE_PAIR_001_V03__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.09,0.030666666666666675,0.18400000000000005,Quick Attack,Quick Attack,True
4WE_PAIR_002_V02__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.09,0.030666666666666675,0.18400000000000005,Quick Attack,Quick Attack,True
4WE_PAIR_003_V02__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.09,0.030666666666666675,0.18400000000000005,Quick Attack,Quick Attack,True
4WE_PAIR_003_V03__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.09,0.030666666666666675,0.18400000000000005,Quick Attack,Quick Attack,True
4WE_PAIR_004_V02__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.09,0.030666666666666675,0.18400000000000005,Quick Attack,Quick Attack,True
4WE_PAIR_008_V02__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.09,0.030666666666666675,0.18400000000000005,Quick Attack,Quick Attack,True
4WE_PAIR_008_V03__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.09,0.030666666666666675,0.18400000000000005,Quick Attack,Quick Attack,True
4WE_PAIR_009_V02__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.09,0.030666666666666675,0.18400000000000005,Quick Attack,Quick Attack,True
4WE_PAIR_010_V02__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.09,0.030666666666666675,0.18400000000000005,Quick Attack,Quick Attack,True
4WE_PAIR_010_V03__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.09,0.030666666666666675,0.18400000000000005,Quick Attack,Quick Attack,True
4WE_PAIR_013_V02__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.09,0.030666666666666675,0.18400000000000005,Quick Attack,Quick Attack,True
4WE_PAIR_013_V02__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.09,0.030666666666666675,0.18400000000000005,Quick Attack,Quick Attack,True
4WE_PAIR_018_V02__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.09,0.030666666666666675,0.18400000000000005,Quick Attack,Quick Attack,True
4WE_PAIR_018_V02__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.09,0.030666666666666675,0.18400000000000005,Quick Attack,Quick Attack,True
4WE_PAIR_001_V02__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.088,0.03000000000000001,0.18000000000000005,Quick Attack,Quick Attack,True
4WE_PAIR_003_V02__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.088,0.03000000000000001,0.18000000000000005,Quick Attack,Quick Attack,True
4WE_PAIR_008_V02__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.088,0.03000000000000001,0.18000000000000005,Quick Attack,Quick Attack,True
4WE_PAIR_010_V02__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.088,0.03000000000000001,0.18000000000000005,Quick Attack,Quick Attack,True
4WE_PAIR_007_V03__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.08400000000000002,0.028666666666666663,0.172,Quick Attack,Quick Attack,True
4WE_PAIR_017_V03__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.08400000000000002,0.028666666666666663,0.172,Quick Attack,Quick Attack,True
4WE_PAIR_017_V03__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.08400000000000002,0.028666666666666663,0.172,Quick Attack,Quick Attack,True
4WE_PAIR_007_V03__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.08200000000000002,0.027999999999999997,0.16799999999999998,Quick Attack,Quick Attack,True
4WE_PAIR_007_V02__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.08000000000000002,0.02733333333333333,0.16399999999999998,Quick Attack,Quick Attack,True
4WE_PAIR_017_V02__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.08000000000000002,0.02733333333333333,0.16399999999999998,Quick Attack,Quick Attack,True
4WE_PAIR_017_V02__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.08000000000000002,0.02733333333333333,0.16399999999999998,Quick Attack,Quick Attack,True
4WE_PAIR_004_V04__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.07800000000000007,0.027333333333333345,0.16400000000000006,Quick Attack,Quick Attack,True
4WE_PAIR_007_V02__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.07800000000000001,0.026666666666666682,0.1600000000000001,Quick Attack,Quick Attack,True
