comparison_case_id,strategy_a,strategy_b,maximum_case_difference,mean_case_difference,l1_case_difference,prediction_a,prediction_b,predictions_match,maximum_probability_difference,mean_probability_difference,l1_probability_difference,global_rank
4WE_PAIR_003_V03__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.11200000000000002,0.038,0.22799999999999998,Quick Attack,Quick Attack,True,0.11200000000000002,0.038,0.22799999999999998,122
4WE_PAIR_003_V03__PLAYER,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.11200000000000002,0.038,0.22799999999999998,Quick Attack,Quick Attack,True,0.11200000000000002,0.038,0.22799999999999998,123
4WE_PAIR_004_V03__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.11200000000000002,0.038,0.22799999999999998,Quick Attack,Quick Attack,True,0.11200000000000002,0.038,0.22799999999999998,124
4WE_PAIR_004_V03__PLAYER,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.11200000000000002,0.038,0.22799999999999998,Quick Attack,Quick Attack,True,0.11200000000000002,0.038,0.22799999999999998,125
4WE_PAIR_010_V03__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.11200000000000002,0.038,0.22799999999999998,Quick Attack,Quick Attack,True,0.11200000000000002,0.038,0.22799999999999998,126
4WE_PAIR_010_V03__PLAYER,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.11200000000000002,0.038,0.22799999999999998,Quick Attack,Quick Attack,True,0.11200000000000002,0.038,0.22799999999999998,127
4WE_PAIR_007_V02__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.11200000000000002,0.037333333333333336,0.224,Quick Attack,Quick Attack,True,0.11200000000000002,0.037333333333333336,0.224,128
4WE_PAIR_017_V02__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.11200000000000002,0.037333333333333336,0.224,Quick Attack,Quick Attack,True,0.11200000000000002,0.037333333333333336,0.224,129
4WE_PAIR_006_V02__OPPONENT,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.112,0.03733333333333335,0.2240000000000001,Quick Attack,Quick Attack,True,0.112,0.03733333333333335,0.2240000000000001,130
4WE_PAIR_005_V02__OPPONENT,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.112,0.03733333333333333,0.22399999999999998,Quick Attack,Quick Attack,True,0.112,0.03733333333333333,0.22399999999999998,131
4WE_PAIR_012_V02__OPPONENT,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.112,0.03733333333333333,0.22399999999999998,Quick Attack,Quick Attack,True,0.112,0.03733333333333333,0.22399999999999998,132
4WE_PAIR_007_V01__PLAYER,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.11199999999999999,0.04,0.24,Quick Attack,Quick Attack,True,0.11199999999999999,0.04,0.24,133
4WE_PAIR_011_V03__OPPONENT,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.11199999999999999,0.03733333333333333,0.22399999999999998,Quick Attack,Quick Attack,True,0.11199999999999999,0.03733333333333333,0.22399999999999998,134
4WE_PAIR_020_V02__OPPONENT,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.11199999999999999,0.03733333333333333,0.22399999999999998,Quick Attack,Quick Attack,True,0.11199999999999999,0.03733333333333333,0.22399999999999998,135
4WE_PAIR_020_V02__PLAYER,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.11199999999999999,0.03733333333333333,0.22399999999999998,Quick Attack,Quick Attack,True,0.11199999999999999,0.03733333333333333,0.22399999999999998,136
4WE_PAIR_005_V03__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.11,0.03666666666666668,0.22000000000000008,Quick Attack,Quick Attack,True,0.11,0.03666666666666668,0.22000000000000008,137
4WE_PAIR_006_V03__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.11,0.03666666666666668,0.22000000000000008,Quick Attack,Quick Attack,True,0.11,0.03666666666666668,0.22000000000000008,138
4WE_PAIR_012_V03__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.11,0.03666666666666668,0.22000000000000008,Quick Attack,Quick Attack,True,0.11,0.03666666666666668,0.22000000000000008,139
4WE_PAIR_015_V02__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.11,0.03666666666666668,0.22000000000000008,Quick Attack,Quick Attack,True,0.11,0.03666666666666668,0.22000000000000008,140
4WE_PAIR_016_V02__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.11,0.03666666666666668,0.22000000000000008,Quick Attack,Quick Attack,True,0.11,0.03666666666666668,0.22000000000000008,141
4WE_PAIR_021_V02__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.11,0.03666666666666668,0.22000000000000008,Quick Attack,Quick Attack,True,0.11,0.03666666666666668,0.22000000000000008,142
4WE_PAIR_016_V02__PLAYER,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.11,0.03666666666666668,0.22000000000000008,Quick Attack,Quick Attack,True,0.11,0.03666666666666668,0.22000000000000008,143
4WE_PAIR_007_V01__OPPONENT,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.10999999999999999,0.03933333333333334,0.23600000000000002,Quick Attack,Quick Attack,True,0.10999999999999999,0.03933333333333334,0.23600000000000002,144
4WE_PAIR_017_V01__OPPONENT,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.10999999999999999,0.03933333333333334,0.23600000000000002,Quick Attack,Quick Attack,True,0.10999999999999999,0.03933333333333334,0.23600000000000002,145
4WE_PAIR_017_V01__PLAYER,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.10999999999999999,0.03933333333333334,0.23600000000000002,Quick Attack,Quick Attack,True,0.10999999999999999,0.03933333333333334,0.23600000000000002,146
4WE_PAIR_002_V04__PLAYER,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.10999999999999999,0.03933333333333333,0.236,Quick Attack,Quick Attack,True,0.10999999999999999,0.03933333333333333,0.236,147
4WE_PAIR_009_V04__PLAYER,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.10999999999999999,0.03933333333333333,0.236,Quick Attack,Quick Attack,True,0.10999999999999999,0.03933333333333333,0.236,148
4WE_PAIR_007_V04__OPPONENT,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.10999999999999999,0.03866666666666667,0.232,Quick Attack,Quick Attack,True,0.10999999999999999,0.03866666666666667,0.232,149
4WE_PAIR_017_V04__OPPONENT,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.10999999999999999,0.03866666666666667,0.232,Quick Attack,Quick Attack,True,0.10999999999999999,0.03866666666666667,0.232,150
4WE_PAIR_011_V02__PLAYER,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.10999999999999999,0.03666666666666666,0.21999999999999997,Quick Attack,Quick Attack,True,0.10999999999999999,0.03666666666666666,0.21999999999999997,151
4WE_PAIR_015_V03__PLAYER,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.108,0.03600000000000001,0.21600000000000008,Quick Attack,Quick Attack,True,0.108,0.03600000000000001,0.21600000000000008,152
4WE_PAIR_016_V03__PLAYER,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.108,0.03600000000000001,0.21600000000000008,Quick Attack,Quick Attack,True,0.108,0.03600000000000001,0.21600000000000008,153
4WE_PAIR_021_V03__PLAYER,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.108,0.03600000000000001,0.21600000000000008,Quick Attack,Quick Attack,True,0.108,0.03600000000000001,0.21600000000000008,154
4WE_PAIR_006_V02__PLAYER,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.108,0.03600000000000001,0.21600000000000008,Quick Attack,Quick Attack,True,0.108,0.03600000000000001,0.21600000000000008,155
4WE_PAIR_015_V02__PLAYER,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.108,0.03600000000000001,0.21600000000000008,Quick Attack,Quick Attack,True,0.108,0.03600000000000001,0.21600000000000008,156
4WE_PAIR_021_V02__PLAYER,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.108,0.03600000000000001,0.21600000000000008,Quick Attack,Quick Attack,True,0.108,0.03600000000000001,0.21600000000000008,157
4WE_PAIR_020_V03__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.108,0.036,0.21599999999999997,Quick Attack,Quick Attack,True,0.108,0.036,0.21599999999999997,158
4WE_PAIR_001_V04__PLAYER,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.10799999999999998,0.03866666666666666,0.23199999999999998,Quick Attack,Quick Attack,True,0.10799999999999998,0.03866666666666666,0.23199999999999998,159
4WE_PAIR_008_V04__PLAYER,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.10799999999999998,0.03866666666666666,0.23199999999999998,Quick Attack,Quick Attack,True,0.10799999999999998,0.03866666666666666,0.23199999999999998,160
4WE_PAIR_014_V04__PLAYER,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.10799999999999998,0.03866666666666666,0.23199999999999998,Quick Attack,Quick Attack,True,0.10799999999999998,0.03866666666666666,0.23199999999999998,161
4WE_PAIR_019_V04__PLAYER,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.10799999999999998,0.03866666666666666,0.23199999999999998,Quick Attack,Quick Attack,True,0.10799999999999998,0.03866666666666666,0.23199999999999998,162
4WE_PAIR_023_V03__OPPONENT,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.10799999999999998,0.036,0.21599999999999997,Quick Attack,Quick Attack,True,0.10799999999999998,0.036,0.21599999999999997,163
4WE_PAIR_023_V03__PLAYER,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.10799999999999998,0.036,0.21599999999999997,Quick Attack,Quick Attack,True,0.10799999999999998,0.036,0.21599999999999997,164
4WE_PAIR_020_V03__PLAYER,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.1060000000000001,0.03533333333333335,0.21200000000000008,Quick Attack,Quick Attack,True,0.1060000000000001,0.03533333333333335,0.21200000000000008,165
4WE_PAIR_005_V02__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.106,0.03533333333333335,0.21200000000000008,Quick Attack,Quick Attack,True,0.106,0.03533333333333335,0.21200000000000008,166
4WE_PAIR_006_V02__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.106,0.03533333333333335,0.21200000000000008,Quick Attack,Quick Attack,True,0.106,0.03533333333333335,0.21200000000000008,167
4WE_PAIR_012_V02__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.106,0.03533333333333335,0.21200000000000008,Quick Attack,Quick Attack,True,0.106,0.03533333333333335,0.21200000000000008,168
4WE_PAIR_005_V02__PLAYER,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.106,0.03533333333333335,0.21200000000000008,Quick Attack,Quick Attack,True,0.106,0.03533333333333335,0.21200000000000008,169
4WE_PAIR_012_V02__PLAYER,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.106,0.03533333333333335,0.21200000000000008,Quick Attack,Quick Attack,True,0.106,0.03533333333333335,0.21200000000000008,170
4WE_PAIR_013_V04__PLAYER,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.10599999999999998,0.038,0.22799999999999998,Quick Attack,Quick Attack,True,0.10599999999999998,0.038,0.22799999999999998,171
4WE_PAIR_018_V04__PLAYER,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.10599999999999998,0.038,0.22799999999999998,Quick Attack,Quick Attack,True,0.10599999999999998,0.038,0.22799999999999998,172
4WE_PAIR_022_V02__OPPONENT,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.10599999999999998,0.035333333333333335,0.212,Quick Attack,Quick Attack,True,0.10599999999999998,0.035333333333333335,0.212,173
4WE_PAIR_011_V02__OPPONENT,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.10599999999999998,0.03533333333333333,0.21199999999999997,Quick Attack,Quick Attack,True,0.10599999999999998,0.03533333333333333,0.21199999999999997,174
4WE_PAIR_022_V03__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.10400000000000009,0.03466666666666668,0.20800000000000007,Quick Attack,Quick Attack,True,0.10400000000000009,0.03466666666666668,0.20800000000000007,175
4WE_PAIR_023_V03__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.10400000000000009,0.03466666666666668,0.20800000000000007,Quick Attack,Quick Attack,True,0.10400000000000009,0.03466666666666668,0.20800000000000007,176
4WE_PAIR_005_V03__PLAYER,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.104,0.03466666666666668,0.20800000000000007,Quick Attack,Quick Attack,True,0.104,0.03466666666666668,0.20800000000000007,177
4WE_PAIR_006_V03__PLAYER,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.104,0.03466666666666668,0.20800000000000007,Quick Attack,Quick Attack,True,0.104,0.03466666666666668,0.20800000000000007,178
4WE_PAIR_012_V03__PLAYER,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.104,0.03466666666666668,0.20800000000000007,Quick Attack,Quick Attack,True,0.104,0.03466666666666668,0.20800000000000007,179
4WE_PAIR_011_V03__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.104,0.03466666666666666,0.20799999999999996,Quick Attack,Quick Attack,True,0.104,0.03466666666666666,0.20799999999999996,180
4WE_PAIR_020_V02__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.104,0.03466666666666666,0.20799999999999996,Quick Attack,Quick Attack,True,0.104,0.03466666666666666,0.20799999999999996,181
4WE_PAIR_002_V01__PLAYER,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.10399999999999998,0.03733333333333333,0.22399999999999998,Quick Attack,Quick Attack,True,0.10399999999999998,0.03733333333333333,0.22399999999999998,182
4WE_PAIR_003_V04__PLAYER,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.10399999999999998,0.03733333333333333,0.22399999999999998,Quick Attack,Quick Attack,True,0.10399999999999998,0.03733333333333333,0.22399999999999998,183
4WE_PAIR_004_V04__PLAYER,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.10399999999999998,0.03733333333333333,0.22399999999999998,Quick Attack,Quick Attack,True,0.10399999999999998,0.03733333333333333,0.22399999999999998,184
4WE_PAIR_009_V01__PLAYER,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.10399999999999998,0.03733333333333333,0.22399999999999998,Quick Attack,Quick Attack,True,0.10399999999999998,0.03733333333333333,0.22399999999999998,185
4WE_PAIR_010_V04__PLAYER,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.10399999999999998,0.03733333333333333,0.22399999999999998,Quick Attack,Quick Attack,True,0.10399999999999998,0.03733333333333333,0.22399999999999998,186
4WE_PAIR_022_V02__PLAYER,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.10200000000000009,0.034000000000000016,0.2040000000000001,Quick Attack,Quick Attack,True,0.10200000000000009,0.034000000000000016,0.2040000000000001,187
4WE_PAIR_023_V02__OPPONENT,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.10200000000000009,0.034000000000000016,0.2040000000000001,Quick Attack,Quick Attack,True,0.10200000000000009,0.034000000000000016,0.2040000000000001,188
4WE_PAIR_023_V02__PLAYER,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.10200000000000009,0.034000000000000016,0.2040000000000001,Quick Attack,Quick Attack,True,0.10200000000000009,0.034000000000000016,0.2040000000000001,189
4WE_PAIR_011_V03__PLAYER,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.10200000000000009,0.03400000000000001,0.20400000000000007,Quick Attack,Quick Attack,True,0.10200000000000009,0.03400000000000001,0.20400000000000007,190
4WE_PAIR_020_V02__PLAYER,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.10200000000000009,0.03400000000000001,0.20400000000000007,Quick Attack,Quick Attack,True,0.10200000000000009,0.03400000000000001,0.20400000000000007,191
4WE_PAIR_022_V02__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.10200000000000009,0.03400000000000001,0.20400000000000007,Quick Attack,Quick Attack,True,0.10200000000000009,0.03400000000000001,0.20400000000000007,192
4WE_PAIR_022_V03__PLAYER,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.10200000000000009,0.03400000000000001,0.20400000000000007,Quick Attack,Quick Attack,True,0.10200000000000009,0.03400000000000001,0.20400000000000007,193
4WE_PAIR_023_V02__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.10200000000000009,0.03400000000000001,0.20400000000000007,Quick Attack,Quick Attack,True,0.10200000000000009,0.03400000000000001,0.20400000000000007,194
4WE_PAIR_023_V03__PLAYER,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.10200000000000009,0.03400000000000001,0.20400000000000007,Quick Attack,Quick Attack,True,0.10200000000000009,0.03400000000000001,0.20400000000000007,195
4WE_PAIR_015_V02__PLAYER,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.102,0.03400000000000001,0.20400000000000007,Quick Attack,Quick Attack,True,0.102,0.03400000000000001,0.20400000000000007,196
4WE_PAIR_016_V02__PLAYER,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.102,0.03400000000000001,0.20400000000000007,Quick Attack,Quick Attack,True,0.102,0.03400000000000001,0.20400000000000007,197
4WE_PAIR_021_V02__PLAYER,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.102,0.03400000000000001,0.20400000000000007,Quick Attack,Quick Attack,True,0.102,0.03400000000000001,0.20400000000000007,198
4WE_PAIR_001_V01__PLAYER,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.10199999999999998,0.03666666666666666,0.21999999999999997,Quick Attack,Quick Attack,True,0.10199999999999998,0.03666666666666666,0.21999999999999997,199
4WE_PAIR_002_V01__OPPONENT,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.10199999999999998,0.03666666666666666,0.21999999999999997,Quick Attack,Quick Attack,True,0.10199999999999998,0.03666666666666666,0.21999999999999997,200
4WE_PAIR_003_V01__PLAYER,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.10199999999999998,0.03666666666666666,0.21999999999999997,Quick Attack,Quick Attack,True,0.10199999999999998,0.03666666666666666,0.21999999999999997,201
4WE_PAIR_004_V01__PLAYER,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.10199999999999998,0.03666666666666666,0.21999999999999997,Quick Attack,Quick Attack,True,0.10199999999999998,0.03666666666666666,0.21999999999999997,202
4WE_PAIR_008_V01__PLAYER,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.10199999999999998,0.03666666666666666,0.21999999999999997,Quick Attack,Quick Attack,True,0.10199999999999998,0.03666666666666666,0.21999999999999997,203
4WE_PAIR_009_V01__OPPONENT,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.10199999999999998,0.03666666666666666,0.21999999999999997,Quick Attack,Quick Attack,True,0.10199999999999998,0.03666666666666666,0.21999999999999997,204
4WE_PAIR_010_V01__PLAYER,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.10199999999999998,0.03666666666666666,0.21999999999999997,Quick Attack,Quick Attack,True,0.10199999999999998,0.03666666666666666,0.21999999999999997,205
4WE_PAIR_014_V01__OPPONENT,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.10199999999999998,0.03666666666666666,0.21999999999999997,Quick Attack,Quick Attack,True,0.10199999999999998,0.03666666666666666,0.21999999999999997,206
4WE_PAIR_014_V01__PLAYER,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.10199999999999998,0.03666666666666666,0.21999999999999997,Quick Attack,Quick Attack,True,0.10199999999999998,0.03666666666666666,0.21999999999999997,207
4WE_PAIR_019_V01__OPPONENT,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.10199999999999998,0.03666666666666666,0.21999999999999997,Quick Attack,Quick Attack,True,0.10199999999999998,0.03666666666666666,0.21999999999999997,208
4WE_PAIR_019_V01__PLAYER,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.10199999999999998,0.03666666666666666,0.21999999999999997,Quick Attack,Quick Attack,True,0.10199999999999998,0.03666666666666666,0.21999999999999997,209
4WE_PAIR_002_V04__OPPONENT,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.10199999999999998,0.036,0.21599999999999997,Quick Attack,Quick Attack,True,0.10199999999999998,0.036,0.21599999999999997,210
4WE_PAIR_009_V04__OPPONENT,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.10199999999999998,0.036,0.21599999999999997,Quick Attack,Quick Attack,True,0.10199999999999998,0.036,0.21599999999999997,211
4WE_PAIR_014_V04__OPPONENT,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.10199999999999998,0.036,0.21599999999999997,Quick Attack,Quick Attack,True,0.10199999999999998,0.036,0.21599999999999997,212
4WE_PAIR_019_V04__OPPONENT,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.10199999999999998,0.036,0.21599999999999997,Quick Attack,Quick Attack,True,0.10199999999999998,0.036,0.21599999999999997,213
4WE_PAIR_011_V02__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.09999999999999999,0.03333333333333335,0.20000000000000007,Quick Attack,Quick Attack,True,0.09999999999999999,0.03333333333333335,0.20000000000000007,214
4WE_PAIR_001_V01__OPPONENT,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.09999999999999998,0.036,0.21599999999999997,Quick Attack,Quick Attack,True,0.09999999999999998,0.036,0.21599999999999997,215
4WE_PAIR_003_V01__OPPONENT,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.09999999999999998,0.036,0.21599999999999997,Quick Attack,Quick Attack,True,0.09999999999999998,0.036,0.21599999999999997,216
4WE_PAIR_004_V01__OPPONENT,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.09999999999999998,0.036,0.21599999999999997,Quick Attack,Quick Attack,True,0.09999999999999998,0.036,0.21599999999999997,217
4WE_PAIR_008_V01__OPPONENT,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.09999999999999998,0.036,0.21599999999999997,Quick Attack,Quick Attack,True,0.09999999999999998,0.036,0.21599999999999997,218
4WE_PAIR_010_V01__OPPONENT,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.09999999999999998,0.036,0.21599999999999997,Quick Attack,Quick Attack,True,0.09999999999999998,0.036,0.21599999999999997,219
4WE_PAIR_013_V01__OPPONENT,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.09999999999999998,0.036,0.21599999999999997,Quick Attack,Quick Attack,True,0.09999999999999998,0.036,0.21599999999999997,220
4WE_PAIR_013_V01__PLAYER,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.09999999999999998,0.036,0.21599999999999997,Quick Attack,Quick Attack,True,0.09999999999999998,0.036,0.21599999999999997,221
4WE_PAIR_018_V01__OPPONENT,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.09999999999999998,0.036,0.21599999999999997,Quick Attack,Quick Attack,True,0.09999999999999998,0.036,0.21599999999999997,222
4WE_PAIR_018_V01__PLAYER,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.09999999999999998,0.036,0.21599999999999997,Quick Attack,Quick Attack,True,0.09999999999999998,0.036,0.21599999999999997,223
4WE_PAIR_001_V04__OPPONENT,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.09999999999999998,0.03533333333333333,0.21199999999999997,Quick Attack,Quick Attack,True,0.09999999999999998,0.03533333333333333,0.21199999999999997,224
4WE_PAIR_003_V04__OPPONENT,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.09999999999999998,0.03533333333333333,0.21199999999999997,Quick Attack,Quick Attack,True,0.09999999999999998,0.03533333333333333,0.21199999999999997,225
4WE_PAIR_004_V04__OPPONENT,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.09999999999999998,0.03533333333333333,0.21199999999999997,Quick Attack,Quick Attack,True,0.09999999999999998,0.03533333333333333,0.21199999999999997,226
4WE_PAIR_008_V04__OPPONENT,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.09999999999999998,0.03533333333333333,0.21199999999999997,Quick Attack,Quick Attack,True,0.09999999999999998,0.03533333333333333,0.21199999999999997,227
4WE_PAIR_010_V04__OPPONENT,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.09999999999999998,0.03533333333333333,0.21199999999999997,Quick Attack,Quick Attack,True,0.09999999999999998,0.03533333333333333,0.21199999999999997,228
4WE_PAIR_013_V04__OPPONENT,R0_CURRENT_BASELINE,R3_STATE_CENTRIC_POLICY,0.09999999999999998,0.03533333333333333,0.21199999999999997,Quick Attack,Quick Attack,True,0.09999999999999998,0.03533333333333333,0.21199999999999997,229
